Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;15 µF;40.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;27 µF;10.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;0.39 µF;35.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;0.1 µF;63.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;18 µF;63.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;0.56 µF;50.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;15 µF;16.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;3.3 µF;35.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;0.82 µF;63.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;5.6 µF;40.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;150 µF;6.3;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;0.15 µF;35.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;10 µF;50.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;33 µF;25.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;0.1 µF;40.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;1.8 µF;16.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;1.2 µF;35.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;0.33 µF;63.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;2.2 µF;40.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;6.8 µF;6.3;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;3.9 µF;50.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;150 µF;16.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;27 µF;35.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;6.8 µF;63.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;47 µF;40.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;0.82 µF;40.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;0.33 µF;40.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;47 µF;20.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;1.8 µF;50.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;68 µF;16.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;10 µF;35.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;2.7 µF;63.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;18 µF;40.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;33 µF;10.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;0.47 µF;35.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;0.12 µF;63.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;1.8 µF;20.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;0.68 µF;50.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;18 µF;16.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;3.9 µF;35.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;1 µF;63.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;6.8 µF;40.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;270 µF;6.3;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;0.18 µF;35.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;12 µF;50.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;56 µF;25.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
CTS1, CTS13, 749DX;Enlarge;Tantalum, Solid;Through Hole;Axial;0.12 µF;40.0;;;image/capacitors\42073.png;Datasheet\capacitors\CTS1, CTS13, 749DX\CTS1, CTS13, 749DX.pdf;
