Series;Product Image;Technology;Mounting;Construction;Capacitance;Voltage(V);ESR(mΩ);Case Size (mm)(mm);Image path;Datasheet part;3d model part
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.47 µF;50.0;;3.63 x 2.65 x 1.6 (V);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;47 µF;4.0;;7.24 x 2.65 x 2.0 (Y);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;25.0;;7.20 x 6.0 x 3.8 (R);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;16.0;;7.24 x 2.65 x 1.6 (X);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;220 µF;6.3;;7.20 x 6.0 x 3.8 (R);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1 µF;40.0;;4.20 x 2.1 x 1.6 (D);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;3.3 µF;2.0;;2.80 x 1.5 x 1.4 (A);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.68 µF;25.0;;3.63 x 1.83 x 1.4 (S);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;15.0;;6.0 x 3.3 x 2 (F);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;6.8 µF;6.3;;4.20 x 2.1 x 1.6 (D);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;3.3 µF;35.0;;6.0 x 3.3 x 2 (F);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.22 µF;50.0;;2.21 x 1.14 x 1.4 (C);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;15 µF;4.0;;5.50 x 2.1 x 1.7 (E);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;25.0;;7.00 x 2.6 x 2.8 (G);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;3.3 µF;16.0;;3.63 x 1.83 x 1.4 (S);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;68 µF;6.3;;7.24 x 2.65 x 2.9 (Z);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.22 µF;40.0;;2.80 x 1.5 x 1.4 (A);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;47 µF;20.0;;7.20 x 6.0 x 3.8 (R);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.68 µF;15.0;;2.80 x 1.5 x 1.4 (A);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;50.0;;7.80 x 3.7 x 3 (H);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1.5 µF;6.3;;2.80 x 1.5 x 1.4 (A);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1 µF;35.0;;3.63 x 1.83 x 1.4 (S);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1 µF;20.0;;4.20 x 1.4 x 1.6 (B);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;6.8 µF;10.0;;3.63 x 2.65 x 1.6 (V);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1 µF;16.0;;2.21 x 1.14 x 1.4 (C);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;22 µF;6.3;;7.24 x 2.65 x 1.6 (X);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;35.0;;7.24 x 2.65 x 2.9 (Z);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;15 µF;20.0;;7.00 x 2.6 x 2.8 (G);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;100 µF;10.0;;7.20 x 6.0 x 3.8 (R);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1.5 µF;50.0;;7.24 x 2.65 x 1.6 (X);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;150 µF;4.0;;7.20 x 6.0 x 3.8 (R);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.47 µF;35.0;;4.20 x 1.4 x 1.6 (B);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;16.0;;7.24 x 2.65 x 2.9 (Z);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;2.2 µF;10.0;;3.63 x 1.83 x 1.4 (S);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.1 µF;50.0;;2.80 x 1.5 x 1.4 (A);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;4.0;;4.20 x 1.4 x 1.6 (B);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;3.3 µF;25.0;;7.24 x 2.65 x 1.6 (X);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;3.3 µF;35.0;;7.24 x 2.65 x 2.0 (Y);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;3.3 µF;20.0;;3.63 x 2.65 x 1.6 (V);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;33 µF;10.0;;7.24 x 2.65 x 2.9 (Z);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.68 µF;50.0;;4.20 x 2.1 x 1.6 (D);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;68 µF;4.0;;7.00 x 2.6 x 2.8 (G);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.1 µF;35.0;;2.80 x 1.5 x 1.4 (A);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;15 µF;16.0;;7.24 x 2.65 x 2.0 (Y);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.22 µF;10.0;;3.63 x 1.83 x 1.4 (S);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1.5 µF;40.0;;5.50 x 2.1 x 1.7 (E);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;2.0;;2.80 x 1.5 x 1.4 (A);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1 µF;25.0;;3.63 x 1.83 x 1.4 (S);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;22 µF;15.0;;7.00 x 2.6 x 2.8 (G);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;6.8 µF;6.3;;3.63 x 1.83 x 1.4 (S);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;10.0;;7.24 x 2.65 x 1.6 (X);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.22 µF;50.0;;3.63 x 1.83 x 1.4 (S);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;15 µF;4.0;;3.63 x 2.65 x 1.6 (V);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;10 µF;25.0;;7.24 x 2.65 x 2.0 (Y);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;16.0;;5.50 x 2.1 x 1.7 (E);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;100 µF;6.3;;7.24 x 2.65 x 2.9 (Z);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;0.33 µF;40.0;;4.20 x 1.4 x 1.6 (B);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1 µF;15.0;;4.20 x 1.4 x 1.6 (B);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;4.7 µF;50.0;;7.24 x 2.65 x 2.9 (Z);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;2.2 µF;6.3;;2.21 x 1.14 x 1.4 (C);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1.5 µF;35.0;;5.50 x 2.1 x 1.7 (E);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
195D;Enlarge;Tantalum, Solid;Surface Mount;Conformal Coated;1 µF;20.0;;3.63 x 1.83 x 1.4 (S);image/capacitors\40001.png;Datasheet\capacitors\195D\195D.pdf;
